tweet_id,username,name,creation_date,text,location
1698496319881347438,johnndavis,John N. Davis,Mon Sep 04 00:40:53 +0000 2023,"20230903: CTV: Timm Bruch reports on the evacuation orders in Yellowknife being lifted, allowing residents to return to their homes.",Toronto
1698709262409617650,stalbertgazette,St Albert Gazette,Mon Sep 04 14:47:03 +0000 2023,N.W.T. officials say start planning now for lifting of Yellowknife evacuation order https://t.co/WASwjzkDYw,"St. Albert, Alberta"
1698902337484710337,artcgreen,Arthur Craig Green,Tue Sep 05 03:34:15 +0000 2023,"Hi everyone, I'm hoping to help family members locate Franklin Gauthier, 58. He would have been part of the evacuation from Yellowknife and may be in any of the major centres that the vulnerable population were flown to (Calgary, Ft Mac, Winnipeg, etc.). If you see, or have seen,… https://t.co/qV8NB0mnFM","Edmonton, Alberta"
1699194494971969768,CHEK_News,CHEK News,Tue Sep 05 22:55:11 +0000 2023,"The shelves have been filled with food at the Yellowknife Co-op and the grocery store is preparing for tens of thousands of people to return as an evacuation order is scheduled to be lifted Wednesday.
https://t.co/gI6fjTig4E","Victoria, BC"
1699090660937064596,globalnews,Globalnews.ca,Tue Sep 05 16:02:35 +0000 2023,"The evacuation order for Yellowknife and the nearby First Nation communities of Ndilo and Dettah was issued on Aug. 16.

https://t.co/AuNUuPdBax",
1699176170816966853,WestbridgeLP,Westbridge Ventures Canada LP,Tue Sep 05 21:42:22 +0000 2023,"When planning your return home to #Yellowknife, remember to check for service stability along the route. #YZF #wildfire2023 #evacuation #NWTwildfires","Calgary, Alberta"
1699067994541023553,MSNca,MSN Canada,Tue Sep 05 14:32:31 +0000 2023,"Yellowknife residents are crossing their fingers that tomorrow's scheduled lifting of a general evacuation order will go ahead as planned and they'll be allowed to return home. The lifting of the order remains contingent on fire and highway conditions, but
https://t.co/e6A67hJH8r",
1698939669679935530,MSNca,MSN Canada,Tue Sep 05 06:02:36 +0000 2023,"Much of Alberta is blanketed by thick and hazardous wildfire smoke as Yellowknife residents prepare to head north. The evacuation order there is expected to to lift Wednesday.
https://t.co/xwgRCbl875",
1699090089106665864,YorkUFGS,YorkU Grad Studies,Tue Sep 05 16:00:19 +0000 2023,"#YorkU Professor Jack Rozdilsky in @YorkULAPS has written about the evacuations at Yellowknife and their impact. 

Read more | https://t.co/Ki1YKXLhFz  

#GradStudiesYU #YUResearch #YUPositiveChange https://t.co/xY6sFtPLup","4700 Keele St, Toronto, Canada"
1699135308208443696,TrueEager,True North Eager Beaver Podcast (he/him/Mr Beaver),Tue Sep 05 19:00:00 +0000 2023,"🎙️True North Eager Beaver Interview Project🎙️
Ep. 3⃣3⃣ 

Roxane Poulin, a resident of Yellowknife shares her take on the evacuation of the capital due to wildfire.

🌄🦫The Daily Beaver Morning Show🦫🌅
Ep. 2️⃣0️⃣0️⃣
Yellowknife
[2023/09/01]
[⏰1 hr 08 mins]

https://t.co/d4Auf4CgNv",Great White North BeaverLodge 
1699077170067370014,NNSLonline,NNSL Online,Tue Sep 05 15:08:59 +0000 2023,"Reopening the airport Wednesday is subject to several variables, such as the availability of airport and contract staff and security considerations. #Yellowknife #NWTwildfires #evacuation #YZF

https://t.co/U2cU3nslsC",Northern Canada
1699105150890348700,CityNewsVAN,CityNews Vancouver,Tue Sep 05 17:00:10 +0000 2023,Yellowknife residents are crossing their fingers that Wednesday’s scheduled lifting of a general evacuation order will go ahead as planned and they’ll be allowed to return home. https://t.co/FmOqaUtQFe,Vancouver
1699178661037932943,flyairnorth,Air North,Tue Sep 05 21:52:16 +0000 2023,"Please be advised that due to the evacuation order being lifted for Yellowknife, Dettah, Ndilo and the Ingraham Trail. Air North, Yukon’s Airline will resume regularly scheduled service to Yellowknife beginning on September 09, 2023.","Yukon, Canada"
1699180615143485648,citynewscalgary,CityNews Calgary,Tue Sep 05 22:00:02 +0000 2023,#UPDATE: The shelves have been filled with food at the Yellowknife Co-op and the grocery store is preparing for tens of thousands of people to return as an evacuation order is scheduled to be lifted Wednesday. https://t.co/yKtM47Pxbn,Calgary
1699047364642934834,CastanetKam,Castanet Kamloops,Tue Sep 05 13:10:33 +0000 2023,Yellowknife evacuees hopeful they'll be allowed to return home tomorrow as planned: Yellowknife residents are crossing their fingers that tomorrow&amp;#39;s scheduled lifting of a general evacuation order will go ahead as planned and they&amp;#39;ll be allowed… https://t.co/W2hitw8b6n https://t.co/jjDyzZDoww,"Kamloops, British Columbia"
1698902719560572930,cie1947,Celeste George,Tue Sep 05 03:35:47 +0000 2023,"The evacuation order for Highway 3 properties west of Yellowknife will be downgraded to an evacuation alert on Wednesday, at the same time as the rest of the Yellowknife area, Westwick said.

Department of Infrastructure spokesperson Jeffrey Edison said drivers 
2","Vancouver, British Columbia"
1699052268241481781,citynewscalgary,CityNews Calgary,Tue Sep 05 13:30:02 +0000 2023,Yellowknife residents are crossing their fingers that tomorrow’s scheduled lifting of a general evacuation order will go ahead as planned and they’ll be allowed to return home. https://t.co/IBNPOEvgtI,Calgary
1699135308099408002,calmecam,Douglas Connors - Kindness Is Power (he/him),Tue Sep 05 19:00:00 +0000 2023,"🎙️True North Eager Beaver Interview Project🎙️
Ep. 3⃣3⃣ 

Roxane Poulin, a resident of Yellowknife shares her take on the evacuation of the capital due to wildfire.

🌄🦫The Daily Beaver Morning Show🦫🌅
Ep. 2️⃣0️⃣0️⃣
Yellowknife
[2023/09/01]
[⏰1 hr 08 mins]

https://t.co/y5WA7R0UEr",Allergic to energy vampires
1699054835868508520,courtghoward,Dr Courtney Howard,Tue Sep 05 13:40:14 +0000 2023,"@ycbeau @Stephen_Cornish Sitting here contemplating another day of writing about #climatehealth before heading back to #Yellowknife to do ER on Sat/Sun &amp; see inevitable wildfire evacuation-related mental health challenges…➕ energy is low.
Good vibes can fuel effective work. Better than fatigue/apathy🤷‍♀️",
1699467773510865394,OurYellowknife,City of Yellowknife,Wed Sep 06 17:01:06 +0000 2023,"The City is excited to welcome residents home, as the Evacuation Order for our community has been downgraded to an Evacuation Alert. We warmly welcome you home to Yellowknife and sincerely thank residents for your patience and resilience throughout the last few weeks. https://t.co/V9N3isMDUO",Yellowknife
1699424753155530949,CTVNews,CTV News,Wed Sep 06 14:10:09 +0000 2023,Thousands start journey home as Yellowknife evacuation order scheduled to lift https://t.co/CmdWSSIgjL https://t.co/GviHRH2KEB,
1699369411256201520,CTVNews,CTV News,Wed Sep 06 10:30:15 +0000 2023,Thousands start journey home as Yellowknife evacuation order scheduled to lift https://t.co/HOYimb4BSj https://t.co/8LpILSl6Yy,
1699418576057479220,hamodah_rana,Rana Hamodah,Wed Sep 06 13:45:36 +0000 2023,Thousands start journey home as Yellowknife evacuation order scheduled to lift https://t.co/zD3jG8MDLY https://t.co/zVQXA3DYmY,"Calgary, Alberta"
1699258649074421859,CBCNews,CBC News,Wed Sep 06 03:10:07 +0000 2023,The City of Yellowknife did not have a concrete plan for a full-scale evacuation of the N.W.T. capital before it was forced to put one into action last month. https://t.co/eofjDUYBdV,Canada
1699382836284006692,globeandmail,The Globe and Mail,Wed Sep 06 11:23:35 +0000 2023,Thousands begin journey home as Yellowknife evacuation order scheduled to lift https://t.co/Lm4qOpTmXn,Canada
1699476196130709705,CabinRadio,Cabin Radio,Wed Sep 06 17:34:34 +0000 2023,"Yellowknife's evacuation order has been downgraded to an evacuation alert as residents head home by road and air, ending three weeks of displacement.
https://t.co/XiZ3bKqRi2","Yellowknife, NT"
1699494462593065390,artcgreen,Arthur Craig Green,Wed Sep 06 18:47:09 +0000 2023,Yellowknife reopens after wildfire Evacuation Order https://t.co/dblOuPyxNX via @WSOnlineNews,"Edmonton, Alberta"
1699510852154486913,USAS_WW1,"USAS - Historian, Traveler, Planet Earth Advocate!",Wed Sep 06 19:52:17 +0000 2023,"Hump Day #BreakingNews #Canadian #Wildfires #Yellowknife - 🇨🇦🇨🇦🇨🇦🇨🇦🇨🇦 After three weeks, the city of 20,000's people are being beautifully welcomed back home to Yellowknife though there remains a Evacuation Alert! From City of Yellowknife @OurYellowknife. https://t.co/72yWx38oHs","Georgia, USA 🍑🇺🇸"
1699466005037343044,NAPEG_North,NAPEG,Wed Sep 06 16:54:04 +0000 2023,"We'd like to send a big thank you to our friends at @APEGA_AB for sharing their office space with the NAPEG team during the evacuation. As Yellowknife prepares to welcome back residents, we couldn't be more grateful for APEGA's support and hospitality throughout this time. https://t.co/QajboOkJU6","Yellowknife, NT"
1699501985546838329,LakelandToday,LakelandTODAY,Wed Sep 06 19:17:03 +0000 2023,Thousands start journey home as Yellowknife evacuation order scheduled to lift https://t.co/ZKUb6AaAtP,
1699501983944573196,LLT_ColdLake,LakelandTODAY_ColdLake,Wed Sep 06 19:17:02 +0000 2023,Thousands start journey home as Yellowknife evacuation order scheduled to lift https://t.co/ZB82yyMExU,"Cold Lake, Alberta, Canada"
1699493813234881011,TheAgenda,TVO Today | The Agenda,Wed Sep 06 18:44:34 +0000 2023,"PC support dips amid Greenbelt scandal, Bank of Canada holds key interest rate steady, and evacuation order lifted for Yellowknife #onpoli https://t.co/ZAFv5wnMv9",Ontario
1699559914400567668,USNewsper,USNewsper,Wed Sep 06 23:07:14 +0000 2023,"Residents of Yellowknife, Canada Begin to Return After Wildfire Forces Evacuation

#canada #evacuation #return #wildfire #yellowknife
https://t.co/ukuEiRD9xW",United States
1699489441885421906,connectfmcanada,Connect FM Canada,Wed Sep 06 18:27:12 +0000 2023,"An #evacuation order has been lifted for #Yellowknife three weeks after a nearby #wildfire forced the city's 20,000 residents out of their homes.

The order for the capital of the #NorthwestTerritories, which also included the #FirstNations communities of Dettah and N'Dilo, has… https://t.co/1fpTEKVjUe",13376 Comber Way Surrey BC
1699501984296931372,TandCTODAY,TownandCountryTODAY,Wed Sep 06 19:17:02 +0000 2023,Thousands start journey home as Yellowknife evacuation order scheduled to lift https://t.co/Zvcah6Ad9j,
1699472531273457741,AvertCanada,Avert,Wed Sep 06 17:20:00 +0000 2023,Thousands start journey home as Yellowknife evacuation order scheduled to lift https://t.co/P9rATJqxaH,
1699452396139933897,TrueEager,True North Eager Beaver Podcast (he/him/Mr Beaver),Wed Sep 06 16:00:00 +0000 2023,"🎙️True North Eager Beaver Interview Project🎙️
Ep. 3⃣3⃣

Roxane Poulin, a resident of Yellowknife shares her take on the evacuation of the capital due to wildfire.

🌄🦫The Daily Beaver Morning Show🦫🌅
Ep. 2️⃣0️⃣0️⃣
Yellowknife
[2023/09/01]
[⏰1 hr 08 mins]

https://t.co/d4Auf4COD3",Great White North BeaverLodge 
1699369380096704723,ctvwinnipeg,CTV News Winnipeg,Wed Sep 06 10:30:07 +0000 2023,Thousands start journey home as Yellowknife evacuation order scheduled to lift  https://t.co/TIfw2J9lkB,"Winnipeg, Manitoba, Canada"
1699550542869971379,TheAgenda,TVO Today | The Agenda,Wed Sep 06 22:30:00 +0000 2023,"Support for Ontario PCs dips, key interest rate holds steady, and Yellowknife evacuation order lifted #onpoli https://t.co/ZAFv5wnMv9",Ontario
1699879898033328599,WestbridgeLP,Westbridge Ventures Canada LP,Thu Sep 07 20:18:44 +0000 2023,"Welcome home #Yellowknife! We would like to express our heartfelt gratitude to all the #firefighters, #firstresponders, #military, #cityplanning and #community #volunteers who worked tirelessly to ensure the safety of our neighbors during the evacuation. Thank you! https://t.co/s6tmkPAoBF","Calgary, Alberta"
1699840589364359580,CabinRadio,Cabin Radio,Thu Sep 07 17:42:32 +0000 2023,"Much of Yellowknife's evacuation felt like it was figured out on the fly. As residents come home, how does the mayor reflect on that? 

Here's our interview with Rebecca Alty, who says a full review of the evacuation will be launched.
https://t.co/EVEMaDmd6a","Yellowknife, NT"
1699592830644326495,globeandmail,The Globe and Mail,Thu Sep 07 01:18:02 +0000 2023,Yellowknife residents begin to return home after wildfires forced evacuation https://t.co/ohgWrxn4At,Canada
1699588631629848832,BobDavis96,Itchy Palm Bob 96,Thu Sep 07 01:01:21 +0000 2023,"Yellowknife residents prepare to head home after wildfire evacuation
(CANADA)
https://t.co/WdHdwIvBaS",
1699738302163665146,CataholicPriest,IT Tolled Yall,Thu Sep 07 10:56:05 +0000 2023,Yellowknife after their evacuation May have most covid or least covid in their communities?,"Karingston, Oncario, Carenada"
1699664870164279319,Theresa70948126,Theresa Robinson,Thu Sep 07 06:04:17 +0000 2023,Yellowknife never had a plan for a city-wide evacuation https://t.co/mvUyOkKtF5,
1699920600922210687,womenscentre,Women's Centre of Calgary,Thu Sep 07 23:00:28 +0000 2023,"The Northwest Territories evacuation order for Yellowknife and British Columbia’s declared state of emergency are the latest additions to Canada’s reports on wildfire devastation.

What does this mean for women and gender-diverse people? Read more: https://t.co/IzciAtRHbG https://t.co/H5d8OrXQVk",39 4th Street NE Calgary Ab
1699605950502498456,CKLBRADIO,CKLB RADIO,Thu Sep 07 02:10:10 +0000 2023,"WILDFIRE UPDATE, SEPT. 6, 8:00 p.m.: Yellowknifers began to return home today, although it was not immediately clear how many have yet made the trip. On Wednesday morning, the evacuation order for Yellowknife was downgraded to an evacuation alert. #nwtwildfire #nwtfire",Somba K'e / Yellowknife
1699878120097271992,am1_news,The America One News,Thu Sep 07 20:11:40 +0000 2023,"Evacuation order lifted for Yellowknife, Canada after wildfire. Thousands of vehicles expected to return. First flight back arrived. #other - summary © https://t.co/kvlJoBs4iZ -

Read the original story and more like it on our website. We can only share… https://t.co/sW8ZCPRvXm",Northern Upper Midwest
1699712222229078192,DZAR1026,DZAR 1026 Sonshine Radio Manila,Thu Sep 07 09:12:27 +0000 2023,"#SonshineNewsBlast: International News - Wildfire evacuation order sa Yellowknife City, Canada, inalis na","ACQ Tower, Makati City, Phil."
1699633591486201930,TrueEager,True North Eager Beaver Podcast (he/him/Mr Beaver),Thu Sep 07 04:00:00 +0000 2023,"🎙️True North Eager Beaver Interview Project🎙️
Ep. 3⃣3⃣

Roxane Poulin, a resident of Yellowknife shares her take on the evacuation of the capital due to wildfire.

🌄🦫The Daily Beaver Morning Show🦫🌅
Ep. 2️⃣0️⃣0️⃣
Yellowknife
[2023/09/01]
[⏰1 hr 08 mins]

https://t.co/d4Auf4COD3",Great White North BeaverLodge 
1699599617602601296,calgaryherald,Calgary Herald,Thu Sep 07 01:45:00 +0000 2023,"Evacuation order lifted for Yellowknife after weeks of fire danger

https://t.co/Qv4CBufv8n","Calgary, Alberta"
1699769492253909351,TFCNewsNow,TFC News,Thu Sep 07 13:00:01 +0000 2023,"Yellowknife residents displaced by the wildfires in Northwest Territories are finally allowed to return home after spending three weeks in evacuation.

Zerline Rodriguez has the story. #TFCNews

WATCH: https://t.co/mdFu9wJtf2 https://t.co/Ld2MstHRAf","Daly City, CA"
1699624291309150608,HandlerCND,Melina Handler,Thu Sep 07 03:23:03 +0000 2023,"Evacuation order lifted for N.W.T. capital after weeks of fire danger #CanadaTravel #Canadian #CanadianTraveller [Video] An evacuation order has been lifted for Yellowknife three weeks after a nearby wildfire forced the city's 20,000 residents out of… https://t.co/auKaHiTRrR",
1699624291334308140,SamuelsCND,Sarah Samuels,Thu Sep 07 03:23:03 +0000 2023,"Evacuation order lifted for N.W.T. capital after weeks of fire danger #CanadaTravel #Canadian #CanadianTraveller [Video] An evacuation order has been lifted for Yellowknife three weeks after a nearby wildfire forced the city's 20,000 residents out of… https://t.co/jYaBcOERfJ",
1699604622225080490,LooniePolitics,Loonie Politics,Thu Sep 07 02:04:53 +0000 2023,"Thousands start journey home as Yellowknife evacuation order scheduled to lift https://t.co/9PlPPMpBnb
https://t.co/9PlPPMpBnb",Canada
1699619749876117954,calgarysun,Calgary Sun,Thu Sep 07 03:05:00 +0000 2023,"Evacuation order lifted for Yellowknife after weeks of fire danger

https://t.co/s6j8Xgiw7R","Calgary, Alberta"
1699595842578211241,TheAgenda,TVO Today | The Agenda,Thu Sep 07 01:30:00 +0000 2023,"Read all about it: PC support dips amid Greenbelt scandal, Bank of Canada holds key interest rate steady, and evacuation order lifted for Yellowknife #onpoli https://t.co/ZAFv5wokkH",Ontario
1699616007566831737,ctvedmonton,CTV Edmonton,Thu Sep 07 02:50:08 +0000 2023,WATCH: Yellowknife changed the evacuation order to an alert on Wednesday. CTV News Edmonton's Jessica Robb reports.  https://t.co/XFi6hi5XAZ,"Edmonton, Alberta, Canada"
1699797827340390641,manjushreethapa,Manjushree Thapa,Thu Sep 07 14:52:37 +0000 2023,"The evacuation orders in Yellowknife have been so disruptive to individuals and businesses. Here’s a fundraiser for the Book Cellar, Canada’s northernmost independent bookstore, a major contributor to the literary/intellectual life of NWT as a whole. Please donate if you can.","49% Nepal, 26% Canada, 25% USA"
1699968694611480888,globeandmail,The Globe and Mail,Fri Sep 08 02:11:35 +0000 2023,Thousands of residents return to Yellowknife as wildfire evacuation order lifted https://t.co/pG7oMWp4RR,Canada
1700123236904628619,TheTorontoSun,Toronto Sun,Fri Sep 08 12:25:41 +0000 2023,Thousands of residents return to Yellowknife as wildfire evacuation order lifted https://t.co/VZgyddz0n1 https://t.co/jffdjVmwdK,"365 Bloor St. E., Toronto, ON"
1699972076361445568,CityNewsVAN,CityNews Vancouver,Fri Sep 08 02:25:01 +0000 2023,Thousands of Yellowknife residents have returned home this week as a wildfire evacuation order was lifted. https://t.co/nnbD78BrTX,Vancouver
1699967642960867370,VillageReportca,VillageReport,Fri Sep 08 02:07:24 +0000 2023,Thousands of residents return to Yellowknife as wildfire evacuation order lifted https://t.co/1LlS7wkbXa,
1700226182783054284,KieronTestart,Kieron Testart,Fri Sep 08 19:14:45 +0000 2023,"After spending the summer down south, and then getting stuck from the evacuation, I'm finally back together with my oldest. We're hitting the road, Yellowknife we come! #roadtrip #wildfires #yzf #nwt #home https://t.co/xjIDltUYx0","Yellowknife, NT"
1700049005651099888,MSNca,MSN Canada,Fri Sep 08 07:30:42 +0000 2023,"YELLOWKNIFE — Thousands of people from the Northwest Territories have returned home this week after a wildfire evacuation order was lifted for Yellowknife's 20,000 residents. The order for the territorial capital, which also included the First Nation
https://t.co/a15uTCAIiz",
1700266144312291503,kaila_jm,three-dimensional hologram of myself,Fri Sep 08 21:53:32 +0000 2023,if anyone was wondering… yes the GNWTs re-entry plan for Yellowknife is going most as great as it’s evacuation plan,Dehnendeh
1699992938309128527,MSNca,MSN Canada,Fri Sep 08 03:47:55 +0000 2023,"YELLOWKNIFE — Thousands of Yellowknife residents have returned home this week as a wildfire evacuation order was lifted. The nearby fire forced the city's 20,000 residents out of their homes about three weeks ago. The order for the capital of the Northwest
https://t.co/uwYElpztso",
1699973329405321549,calgaryherald,Calgary Herald,Fri Sep 08 02:30:00 +0000 2023,"Thousands of residents return to Yellowknife as wildfire evacuation order lifted

https://t.co/3fgpqRv8hn","Calgary, Alberta"
1700183028801347799,Thunderstealer7,Paul Thunder-stealer,Fri Sep 08 16:23:16 +0000 2023,"With the evacuation of Hay River, Fort  Smith and Yellowknife to South.  On the upside.  It'll be the first for many residents ever leaving the NWT in their lifetime.  @CabinRadio .  There is a news story to work on.","Whatì, Northwest Territories"
1700142338046349397,CastanetKam,Castanet Kamloops,Fri Sep 08 13:41:35 +0000 2023,"Thousands of residents return to Yellowknife, but many still out in other communities: Thousands of people from the Northwest Territories have returned home this week after a wildfire evacuation order was lifted for Yellowknife&amp;#39;s 20,000 residents.… https://t.co/UbSbVK7kyx https://t.co/9yzn6s0ACd","Kamloops, British Columbia"
1700212404100149745,TrueEager,True North Eager Beaver Podcast (he/him/Mr Beaver),Fri Sep 08 18:20:00 +0000 2023,"🎙️True North Eager Beaver Interview Project🎙️
Ep. 3⃣3⃣

Roxane Poulin, a resident of Yellowknife shares her take on the evacuation of the capital due to wildfire.

🌄🦫The Daily Beaver Morning Show🦫🌅
Ep. 2️⃣0️⃣0️⃣
Yellowknife
[2023/09/01]
[⏰1 hr 08 mins]

https://t.co/d4Auf4COD3",Great White North BeaverLodge 
1700155642378404026,NNSLonline,NNSL Online,Fri Sep 08 14:34:27 +0000 2023,"A review of the Yellowknife evacuation will be conducted by a third party. Yellowknife Mayor Rebecca Alty announced the review during a press conference Thursday evening. #yellowknife #NWTwildfires 

https://t.co/o66kxIecPM",Northern Canada
1700056531067154520,ctvedmonton,CTV Edmonton,Fri Sep 08 08:00:37 +0000 2023,Many Yellowknife residents left Edmonton on Thursday after the city's evacuation order was lifted.  https://t.co/qJWMdJAuIt,"Edmonton, Alberta, Canada"
1700287901492265331,calmecam,Douglas Connors - Kindness Is Power (he/him),Fri Sep 08 23:20:00 +0000 2023,"🎙️True North Eager Beaver Interview Project🎙️
Ep. 3⃣3⃣ 

Roxane Poulin, a resident of Yellowknife shares her take on the evacuation of the capital due to wildfire.

🌄🦫The Daily Beaver Morning Show🦫🌅
Ep. 2️⃣0️⃣0️⃣
Yellowknife
[2023/09/01]
[⏰1 hr 08 mins]

https://t.co/y5WA7R0UEr",Allergic to energy vampires
1700327223306174855,needlenymph,Léonie,Sat Sep 09 01:56:15 +0000 2023,So relieved today to know my brother and his partner are safely back home in Yellowknife after a 3 week fire evacuation from hell. They will no doubt enjoy a peaceful sleep in their own little bed tonight. Thanks to all my Twitter buddies for your concern and enquiries.,
1700611284365193262,CBCbrief,CBCbrief - CBC News headlines,Sat Sep 09 20:45:00 +0000 2023,"Jo Pamplin discovered the biggest zucchini she's ever grown in her garden after the evacuation order for Yellowknife was lifted and she was able to return home. ""Apparently the trick is to ignore everything for three... https://t.co/QfJq6XmlNZ",
1700571203390558621,Themaskstayon,Johnson mac,Sat Sep 09 18:05:44 +0000 2023,"@ABDanielleSmith Ok. But what are u going to do for the hotel staff that were and still are being tormented, harassed and straight up traumatized by the yellowknife evacuation.   The staff that wete assaulted , found people almost dead or children being beaten in the hotels.  Anything???",
1700554806710915202,TiBachelr,The IᑎGᒪOᖇIOᑌᔕ OᑎE,Sat Sep 09 17:00:35 +0000 2023,"Can't wait for two hours of @HawksleyWorkman tonight @Base31PEC ! Got @ShannySez with me, on her last few days of evacuation from Yellowknife. 

Hope she's looking forward to my weeping! Hahahaha! ❤️","South Eastern ON, 'Canada', 🌎"
1700604991168455154,TrueEager,True North Eager Beaver Podcast (he/him/Mr Beaver),Sat Sep 09 20:20:00 +0000 2023,"🎙️True North Eager Beaver Interview Project🎙️
Ep. 3⃣3⃣

Roxane Poulin, a resident of Yellowknife shares her take on the evacuation of the capital due to wildfire.

🌄🦫The Daily Beaver Morning Show🦫🌅
Ep. 2️⃣0️⃣0️⃣
Yellowknife
[2023/09/01]
[⏰1 hr 08 mins]

https://t.co/d4Auf4COD3",Great White North BeaverLodge 
1700543214808351111,ArleneHache,"Hache Arlene, C.M.",Sat Sep 09 16:14:31 +0000 2023,"Canadian North to resume service to Yellowknife this weekend

With Yellowknife's evacuation order lifted, western Nunavut flights to start routing through city again https://t.co/8DOg61BHYa","Yellowknife, NT, Canada"
1700626646259417402,wattaj0ke,whatajoke,Sat Sep 09 21:46:03 +0000 2023,"@Barbara20782027 The fires threatening Yellowknife were started by lightning in June. Yes, there were unhinged people who started fires in the city after the evacuation started, and they were dealt with.","Wherever I go, there I am."
1700589891418308979,calmecam,Douglas Connors - Kindness Is Power (he/him),Sat Sep 09 19:20:00 +0000 2023,"🎙️True North Eager Beaver Interview Project🎙️
Ep. 3⃣3⃣ 

Roxane Poulin, a resident of Yellowknife shares her take on the evacuation of the capital due to wildfire.

🌄🦫The Daily Beaver Morning Show🦫🌅
Ep. 2️⃣0️⃣0️⃣
Yellowknife
[2023/09/01]
[⏰1 hr 08 mins]

https://t.co/y5WA7R1stZ",Allergic to energy vampires
1700859804833755370,garthwallbridge,Garth Wallbridge - I ignore all anonymous posters.,Sun Sep 10 13:12:32 +0000 2023,"Back home safely at Pontoon Lake 30 km outside Yellowknife, NWT after 3 weeks of forest fire evacuation.  Still lots of fires burning though. https://t.co/YXdUsAY9uk","Yellowknife, NT"
1700928907103592899,porterfieldlol,ts'ǫǫ̀kołı̨ı̨ ✨,Sun Sep 10 17:47:07 +0000 2023,"left peace river this morning, gassing up in high level. will be stopping along the way back to yellowknife to support the local gas stations that are being hit hard by these evacuation orders.",
1700913419535442286,FassbenderENG,Asha Fassbender,Sun Sep 10 16:45:35 +0000 2023,"As Yellowknife residents return home, a wildfire evacuation plan in reverse | About That #GlobalHeating #GlobalHeating #Climate #ClimateAction [Video] After a dramatic citywide evacuation due to wildfire threats, Yellowknife residents are slowly able to… https://t.co/ryVHU9A08u",
1700906980745912632,TrueEager,True North Eager Beaver Podcast (he/him/Mr Beaver),Sun Sep 10 16:20:00 +0000 2023,"🎙️True North Eager Beaver Interview Project🎙️
Ep. 3⃣3⃣

Roxane Poulin, a resident of Yellowknife shares her take on the evacuation of the capital due to wildfire.

🌄🦫The Daily Beaver Morning Show🦫🌅
Ep. 2️⃣0️⃣0️⃣
Yellowknife
[2023/09/01]
[⏰1 hr 08 mins]

https://t.co/d4Auf4CgNv",Great White North BeaverLodge 
1700952279292207509,calmecam,Douglas Connors - Kindness Is Power (he/him),Sun Sep 10 19:20:00 +0000 2023,"🎙️True North Eager Beaver Interview Project🎙️
Ep. 3⃣3⃣ 

Roxane Poulin, a resident of Yellowknife shares her take on the evacuation of the capital due to wildfire.

🌄🦫The Daily Beaver Morning Show🦫🌅
Ep. 2️⃣0️⃣0️⃣
Yellowknife
[2023/09/01]
[⏰1 hr 08 mins]

https://t.co/y5WA7R1stZ",Allergic to energy vampires
1701382758399152329,HandlerCND,Melina Handler,Mon Sep 11 23:50:34 +0000 2023,"Yellowknife obstetrics unit still closed after fire evacuation #CanadaHealth #HealthCanada #HealthyCanadians [Video] Dr. Claudia Kraft, medical director for the Northwest Territories, says many health services are back up and running after a major fire… https://t.co/znuWn0iFCx",
1701381885740581356,AbigailMCND,Abigail Mercer,Mon Sep 11 23:47:06 +0000 2023,"Yellowknife obstetrics unit still closed after fire evacuation #CanadaHealth #HealthCanada #HealthyCanadians [Video] Dr. Claudia Kraft, medical director for the Northwest Territories, says many health services are back up and running after a major fire… https://t.co/ug85RQklzW",Calgary
1701329766710714744,TrueEager,True North Eager Beaver Podcast (he/him/Mr Beaver),Mon Sep 11 20:20:00 +0000 2023,"🎙️True North Eager Beaver Interview Project🎙️
Ep. 3⃣3⃣

Roxane Poulin, a resident of Yellowknife shares her take on the evacuation of the capital due to wildfire.

🌄🦫The Daily Beaver Morning Show🦫🌅
Ep. 2️⃣0️⃣0️⃣
Yellowknife
[2023/09/01]
[⏰1 hr 08 mins]

https://t.co/d4Auf4CgNv",Great White North BeaverLodge 
1701039636900991456,uncletwirl,laurence 💀,Mon Sep 11 01:07:07 +0000 2023,"find yrself a man that tells you ""no babe i want to stay but i gotta help out with the wildfire evacuation order in yellowknife""","Montreal, QC"
1701262155050541324,JuliaWongCBC,Julia Wong,Mon Sep 11 15:51:20 +0000 2023,"As #Yellowknife continues to reopen, work has been underway to bring back the city’s homeless population, who were scattered when the evacuation order came down: https://t.co/RVWUEDDQFL","Edmonton, Alberta"
1701284468429037863,calmecam,Douglas Connors - Kindness Is Power (he/him),Mon Sep 11 17:20:00 +0000 2023,"🎙️True North Eager Beaver Interview Project🎙️
Ep. 3⃣3⃣ 

Roxane Poulin, a resident of Yellowknife shares her take on the evacuation of the capital due to wildfire.

🌄🦫The Daily Beaver Morning Show🦫🌅
Ep. 2️⃣0️⃣0️⃣
Yellowknife
[2023/09/01]
[⏰1 hr 08 mins]

https://t.co/y5WA7R1stZ",Allergic to energy vampires
1701687382201036931,Theresa70948126,Theresa Robinson,Tue Sep 12 20:01:02 +0000 2023,Northview renters in Yellowknife discover default tenant insurance won't cover evacuation costs https://t.co/jlErLKRN6j 🏢 Dejavou 🙄 here we go again!!,
